# WARNING: this file is not sorted!
# db	id                         alt	 E-value	adj_p-value	log_adj_p-value	bin_location	bin_width	total_width	sites_in_bin	total_sites	p_success	 p-value	mult_tests
   1	FILTER_LEN10_980 FILTER_LEN10_980	9.4e-016	   6.3e-019	         -41.91	         0.0	      324	       3992	        4994	      53849	  0.08116	3.1e-022	      1995
   1	FILTER_LEN10_982 FILTER_LEN10_982	8.2e-158	   5.5e-161	        -369.02	         0.0	       90	       3992	        2247	      53251	  0.02255	2.7e-164	      1995
   1	FILTER_LEN10_984 FILTER_LEN10_984	5.1e-156	   3.4e-159	        -364.89	         0.0	      130	       3992	        2980	      53839	  0.03257	1.7e-162	      1995
   1	FILTER_LEN10_985 FILTER_LEN10_985	1.4e-325	   9.2e-329	        -755.33	         0.0	      110	       3992	        3144	      52883	  0.02756	4.6e-332	      1995
   1	FILTER_LEN10_987 FILTER_LEN10_987	7.2e-012	   4.8e-015	         -32.98	         0.0	       10	       3992	         248	      53873	  0.00251	2.4e-018	      1995
   1	FILTER_LEN10_988 FILTER_LEN10_988	9.6e-953	   6.4e-956	       -2199.42	         0.0	       96	       3992	        4230	      53035	  0.02405	3.2e-959	      1995
   1	FILTER_LEN10_989 FILTER_LEN10_989	4.7e-196	   3.1e-199	        -457.08	         0.0	      222	       3992	        4714	      53515	  0.05561	1.6e-202	      1995
   1	FILTER_LEN10_991 FILTER_LEN10_991	2.6e-101	   1.8e-104	        -238.90	         0.0	       76	       3992	        1797	      53831	  0.01904	8.8e-108	      1995
   1	FILTER_LEN10_999 FILTER_LEN10_999	3.9e-019	   2.6e-022	         -49.69	         0.0	        4	       3992	         147	      53871	  0.00100	1.3e-025	      1995
   1	FILTER_LEN20_1  FILTER_LEN20_1	6.7e-411	   4.5e-414	        -951.77	         0.0	       48	       3982	        2030	      53718	  0.01205	2.3e-417	      1990
   1	FILTER_LEN20_2  FILTER_LEN20_2	3.1e-029	   2.1e-032	         -72.95	         0.0	      254	       3982	        4163	      53873	  0.06379	1.0e-035	      1990
   1	FILTER_LEN20_3  FILTER_LEN20_3	4.4e-115	   2.9e-118	        -270.64	         0.0	      148	       3982	        3107	      53766	  0.03717	1.5e-121	      1990
   1	FILTER_LEN20_6  FILTER_LEN20_6	1.1e-218	   7.5e-222	        -509.16	         0.0	       66	       3982	        1986	      53549	  0.01657	3.8e-225	      1990
   1	FILTER_LEN20_7  FILTER_LEN20_7	7.5e-313	   5.0e-316	        -726.00	         0.0	      100	       3982	        2943	      53629	  0.02511	2.5e-319	      1990
   1	FILTER_LEN20_8  FILTER_LEN20_8	1.6e-010	   1.0e-013	         -29.90	         0.0	       18	       3982	         384	      53872	  0.00452	5.2e-017	      1990
   1	FILTER_LEN20_9  FILTER_LEN20_9	4.0e-566	   2.7e-569	       -1309.18	         0.0	       72	       3982	        2920	      53441	  0.01808	1.3e-572	      1990
   1	FILTER_LEN20_10 FILTER_LEN20_10	1.5e-077	   9.8e-081	        -184.23	         0.0	       72	       3982	        1624	      53558	  0.01808	4.9e-084	      1990
   1	FILTER_LEN20_11 FILTER_LEN20_11	3.1e-029	   2.0e-032	         -72.97	         0.0	      180	       3982	        3057	      53868	  0.04520	1.0e-035	      1990
   1	FILTER_LEN20_13 FILTER_LEN20_13	2.5e-034	   1.6e-037	         -84.70	         0.0	      260	       3982	        4303	      53821	  0.06529	8.3e-041	      1990
   1	FILTER_LEN20_14 FILTER_LEN20_14	6.6e-055	   4.4e-058	        -132.06	         0.0	      112	       3982	        2072	      50427	  0.02813	2.2e-061	      1990
   1	FILTER_LEN20_16 FILTER_LEN20_16	4.6e-336	   3.1e-339	        -779.45	         0.0	       84	       3982	        2672	      53491	  0.02109	1.6e-342	      1990
   1	FILTER_LEN20_17 FILTER_LEN20_17	7.3e-467	   4.9e-470	       -1080.63	         0.0	       74	       3982	        2771	      53792	  0.01858	2.5e-473	      1990
   1	FILTER_LEN20_19 FILTER_LEN20_19	1.6e-017	   1.1e-020	         -45.97	         0.0	       26	       3982	         541	      52122	  0.00653	5.5e-024	      1990
   1	FILTER_LEN20_20 FILTER_LEN20_20	3.9e-133	   2.6e-136	        -312.20	         0.0	       34	       3982	        1092	      53866	  0.00854	1.3e-139	      1990
   1	FILTER_LEN20_23 FILTER_LEN20_23	7.4e-043	   4.9e-046	        -104.33	         0.0	       62	       3982	        1296	      53866	  0.01557	2.5e-049	      1990
   1	FILTER_LEN20_24 FILTER_LEN20_24	1.8e-427	   1.2e-430	        -989.95	         0.0	       78	       3982	        2756	      53265	  0.01959	5.9e-434	      1990
   1	FILTER_LEN20_25 FILTER_LEN20_25	8.1e-098	   5.4e-101	        -230.88	         0.0	      218	       3982	        4148	      53682	  0.05475	2.7e-104	      1990
   1	FILTER_LEN20_27 FILTER_LEN20_27	9.9e-015	   6.6e-018	         -39.56	         0.0	       50	       3982	         933	      53867	  0.01256	3.3e-021	      1990
   1	FILTER_LEN20_28 FILTER_LEN20_28	4.3e-095	   2.9e-098	        -224.59	         0.0	       78	       3982	        1808	      53710	  0.01959	1.5e-101	      1990
   1	FILTER_LEN20_29 FILTER_LEN20_29	1.8e-007	   1.2e-010	         -22.83	         0.0	       36	       3982	         659	      53871	  0.00904	6.1e-014	      1990
   1	FILTER_LEN20_30 FILTER_LEN20_30	2.6e-051	   1.7e-054	        -123.79	         0.0	       40	       3982	         950	      53803	  0.01005	8.7e-058	      1990
   1	FILTER_LEN20_31 FILTER_LEN20_31	5.2e-056	   3.4e-059	        -134.62	         0.0	      116	       3982	        2261	      53867	  0.02913	1.7e-062	      1990
   1	FILTER_LEN20_33 FILTER_LEN20_33	3.5e-531	   2.4e-534	       -1228.72	         0.0	      108	       3982	        3612	      52274	  0.02712	1.2e-537	      1990
   1	FILTER_LEN20_34 FILTER_LEN20_34	6.8e-099	   4.5e-102	        -233.36	         0.0	       94	       3982	        2109	      53812	  0.02361	2.3e-105	      1990
   1	FILTER_LEN20_37 FILTER_LEN20_37	6.9e-320	   4.6e-323	        -742.21	         0.0	      196	       3982	        4755	      53208	  0.04922	2.3e-326	      1990
   1	FILTER_LEN20_38 FILTER_LEN20_38	3.9e-240	   2.6e-243	        -558.57	         0.0	      198	       3982	        4503	      53478	  0.04972	1.3e-246	      1990
   1	FILTER_LEN20_39 FILTER_LEN20_39	7.5e-189	   5.0e-192	        -440.48	         0.0	       44	       3982	        1428	      52584	  0.01105	2.5e-195	      1990
   1	FILTER_LEN20_40 FILTER_LEN20_40	1.9e-020	   1.3e-023	         -52.71	         0.0	       32	       3982	         673	      53872	  0.00804	6.4e-027	      1990
   1	FILTER_LEN20_42 FILTER_LEN20_42	1.0e-197	   7.0e-201	        -460.88	         0.0	      156	       3982	        3610	      53739	  0.03918	3.5e-204	      1990
   1	FILTER_LEN20_44 FILTER_LEN20_44	6.3e-032	   4.2e-035	         -79.15	         0.0	       76	       3982	        1463	      53821	  0.01909	2.1e-038	      1990
   1	FILTER_LEN20_45 FILTER_LEN20_45	1.5e-021	   1.0e-024	         -55.23	         0.0	     1072	       3982	       15539	      53528	  0.26921	5.2e-028	      1990
   1	FILTER_LEN20_46 FILTER_LEN20_46	6.1e-007	   4.1e-010	         -21.62	         0.0	      928	       3982	       13272	      53873	  0.23305	2.0e-013	      1990
   1	FILTER_LEN20_49 FILTER_LEN20_49	5.8e-166	   3.9e-169	        -387.79	         0.0	       62	       3982	        1759	      53818	  0.01557	1.9e-172	      1990
   1	FILTER_LEN20_50 FILTER_LEN20_50	5.1e-071	   3.4e-074	        -169.18	         0.0	      254	       3982	        4535	      53802	  0.06379	1.7e-077	      1990
   1	FILTER_LEN20_53 FILTER_LEN20_53	1.1e-009	   7.2e-013	         -27.95	         0.0	       66	       3982	        1143	      53872	  0.01657	3.6e-016	      1990
   1	FILTER_LEN20_54 FILTER_LEN20_54	4.1e-010	   2.8e-013	         -28.92	         0.0	       34	       3982	         644	      53705	  0.00854	1.4e-016	      1990
   1	FILTER_LEN20_56 FILTER_LEN20_56	9.3e-023	   6.2e-026	         -58.04	         0.0	       36	       3982	         752	      53871	  0.00904	3.1e-029	      1990
   1	FILTER_LEN20_58 FILTER_LEN20_58	2.6e-065	   1.7e-068	        -156.04	         0.0	      122	       3982	        2414	      53869	  0.03064	8.6e-072	      1990
   1	FILTER_LEN20_60 FILTER_LEN20_60	3.6e-110	   2.4e-113	        -259.32	         0.0	       88	       3982	        2051	      53820	  0.02210	1.2e-116	      1990
   1	FILTER_LEN20_61 FILTER_LEN20_61	1.2e-013	   7.9e-017	         -37.08	         0.0	       76	       3982	        1212	      48403	  0.01909	4.0e-020	      1990
   1	FILTER_LEN20_63 FILTER_LEN20_63	2.3e-014	   1.5e-017	         -38.73	         0.0	       20	       3982	         437	      53873	  0.00502	7.6e-021	      1990
   1	FILTER_LEN20_64 FILTER_LEN20_64	2.4e-006	   1.6e-009	         -20.24	         0.0	     3964	       3982	       53731	      53873	  0.99548	8.1e-013	      1990
   1	FILTER_LEN20_65 FILTER_LEN20_65	1.6e-022	   1.1e-025	         -57.51	         0.0	       42	       3982	         852	      53872	  0.01055	5.3e-029	      1990
   1	FILTER_LEN20_68 FILTER_LEN20_68	4.0e-029	   2.7e-032	         -72.70	         0.0	       58	       3982	        1153	      53849	  0.01457	1.3e-035	      1990
   1	FILTER_LEN20_71 FILTER_LEN20_71	9.1e-036	   6.1e-039	         -88.00	         0.0	      226	       3982	        3812	      53860	  0.05676	3.1e-042	      1990
   1	FILTER_LEN20_72 FILTER_LEN20_72	1.6e-057	   1.0e-060	        -138.11	         0.0	      136	       3982	        2592	      53832	  0.03415	5.3e-064	      1990
   1	FILTER_LEN20_74 FILTER_LEN20_74	6.3e-074	   4.2e-077	        -175.87	         0.0	      570	       3982	        9293	      53866	  0.14314	2.1e-080	      1990
   1	FILTER_LEN20_75 FILTER_LEN20_75	1.6e-030	   1.0e-033	         -75.94	         0.0	      438	       3982	        6866	      53873	  0.10999	5.3e-037	      1990
   1	FILTER_LEN20_79 FILTER_LEN20_79	2.7e-237	   1.8e-240	        -552.03	         0.0	       88	       3982	        2454	      52702	  0.02210	9.0e-244	      1990
   1	FILTER_LEN20_81 FILTER_LEN20_81	4.1e-162	   2.7e-165	        -378.92	         0.0	      106	       3982	        2579	      53807	  0.02662	1.4e-168	      1990
   1	FILTER_LEN20_82 FILTER_LEN20_82	4.3e-591	   2.8e-594	       -1366.69	         0.0	      106	       3982	        3729	      52770	  0.02662	1.4e-597	      1990
   1	FILTER_LEN20_83 FILTER_LEN20_83	5.7e-226	   3.8e-229	        -525.95	         0.0	       68	       3982	        2050	      53635	  0.01708	1.9e-232	      1990
   1	FILTER_LEN20_84 FILTER_LEN20_84	4.2e-101	   2.8e-104	        -238.44	         0.0	      198	       3982	        3852	      53767	  0.04972	1.4e-107	      1990
   1	FILTER_LEN20_85 FILTER_LEN20_85	1.3e-066	   8.6e-070	        -159.03	         0.0	      230	       3982	        4127	      53737	  0.05776	4.3e-073	      1990
   1	FILTER_LEN20_86 FILTER_LEN20_86	1.8e-119	   1.2e-122	        -280.73	         0.0	      152	       3982	        3173	      53289	  0.03817	6.1e-126	      1990
   1	FILTER_LEN20_87 FILTER_LEN20_87	2.6e-246	   1.7e-249	        -572.79	         0.0	      178	       3982	        4168	      53322	  0.04470	8.7e-253	      1990
   1	FILTER_LEN20_91 FILTER_LEN20_91	6.2e-361	   4.1e-364	        -836.73	         0.0	      122	       3982	        3521	      53631	  0.03064	2.1e-367	      1990
   1	FILTER_LEN20_92 FILTER_LEN20_92	1.1e-1020	   7.5e-1024	       -2355.83	         0.0	      110	       3982	        4674	      52359	  0.02762	3.8e-1027	      1990
   1	FILTER_LEN20_93 FILTER_LEN20_93	2.3e-016	   1.5e-019	         -43.34	         0.0	       10	       3982	         264	      53872	  0.00251	7.6e-023	      1990
   1	FILTER_LEN20_94 FILTER_LEN20_94	3.4e-346	   2.3e-349	        -802.77	         0.0	       50	       3982	        1947	      53726	  0.01256	1.2e-352	      1990
   1	FILTER_LEN20_97 FILTER_LEN20_97	3.6e-377	   2.4e-380	        -874.11	         0.0	       54	       3982	        2106	      53675	  0.01356	1.2e-383	      1990
   1	FILTER_LEN20_98 FILTER_LEN20_98	9.8e-037	   6.5e-040	         -90.23	         0.0	      304	       3982	        4948	      53433	  0.07634	3.3e-043	      1990
   1	FILTER_LEN20_99 FILTER_LEN20_99	6.5e-015	   4.3e-018	         -39.99	         0.0	      276	       3982	        4303	      53873	  0.06931	2.2e-021	      1990
   1	FILTER_LEN20_101 FILTER_LEN20_101	1.9e-075	   1.2e-078	        -179.39	         0.0	      124	       3982	        2446	      52338	  0.03114	6.2e-082	      1990
   1	FILTER_LEN20_106 FILTER_LEN20_106	2.4e-037	   1.6e-040	         -91.64	         0.0	       78	       3982	        1451	      50547	  0.01959	8.0e-044	      1990
   1	FILTER_LEN20_107 FILTER_LEN20_107	2.1e-145	   1.4e-148	        -340.47	         0.0	       76	       3982	        1958	      53602	  0.01909	6.9e-152	      1990
   1	FILTER_LEN20_109 FILTER_LEN20_109	8.9e-028	   5.9e-031	         -69.60	         0.0	       46	       3982	         947	      53870	  0.01155	3.0e-034	      1990
   1	FILTER_LEN20_110 FILTER_LEN20_110	3.7e-197	   2.5e-200	        -459.61	         0.0	      150	       3982	        3505	      53806	  0.03767	1.2e-203	      1990
   1	FILTER_LEN20_111 FILTER_LEN20_111	8.6e-075	   5.7e-078	        -177.86	         0.0	      126	       3982	        2519	      53488	  0.03164	2.9e-081	      1990
   1	FILTER_LEN20_113 FILTER_LEN20_113	2.5e-160	   1.7e-163	        -374.81	         0.0	      136	       3982	        3108	      53809	  0.03415	8.4e-167	      1990
   1	FILTER_LEN20_116 FILTER_LEN20_116	1.1e-431	   7.5e-435	        -999.61	         0.0	       66	       3982	        2498	      53436	  0.01657	3.8e-438	      1990
   1	FILTER_LEN20_117 FILTER_LEN20_117	2.6e-134	   1.8e-137	        -314.89	         0.0	       44	       3982	        1180	      46577	  0.01105	8.8e-141	      1990
   1	FILTER_LEN20_118 FILTER_LEN20_118	1.5e-014	   1.0e-017	         -39.14	         0.0	     1924	       3982	       27113	      53872	  0.48317	5.0e-021	      1990
   1	FILTER_LEN20_119 FILTER_LEN20_119	1.3e-023	   8.6e-027	         -60.02	         0.0	       46	       3982	         924	      53871	  0.01155	4.3e-030	      1990
   1	FILTER_LEN20_120 FILTER_LEN20_120	5.1e-366	   3.4e-369	        -848.43	         0.0	       66	       3982	        2356	      53569	  0.01657	1.7e-372	      1990
   1	FILTER_LEN20_121 FILTER_LEN20_121	1.7e-793	   1.1e-796	       -1832.73	         0.0	       60	       3982	        3007	      52771	  0.01507	5.7e-800	      1990
   1	FILTER_LEN20_125 FILTER_LEN20_125	3.5e-010	   2.3e-013	         -29.10	         0.0	     1616	       3982	       22800	      53872	  0.40583	1.2e-016	      1990
   1	FILTER_LEN20_126 FILTER_LEN20_126	7.8e-419	   5.2e-422	        -970.05	         0.0	       70	       3982	        2520	      52056	  0.01758	2.6e-425	      1990
   1	FILTER_LEN20_127 FILTER_LEN20_127	7.8e-124	   5.2e-127	        -290.78	         0.0	       68	       3982	        1737	      53778	  0.01708	2.6e-130	      1990
   1	FILTER_LEN20_130 FILTER_LEN20_130	8.4e-070	   5.6e-073	        -166.36	         0.0	       90	       3982	        1902	      53720	  0.02260	2.8e-076	      1990
   1	FILTER_LEN20_131 FILTER_LEN20_131	4.1e-439	   2.7e-442	       -1016.74	         0.0	       96	       3982	        3157	      52755	  0.02411	1.4e-445	      1990
   1	FILTER_LEN20_132 FILTER_LEN20_132	3.6e-168	   2.4e-171	        -392.88	         0.0	      102	       3982	        2529	      53827	  0.02562	1.2e-174	      1990
   1	FILTER_LEN20_133 FILTER_LEN20_133	1.8e-046	   1.2e-049	        -112.65	         0.0	       62	       3982	        1313	      53821	  0.01557	6.0e-053	      1990
   1	FILTER_LEN20_137 FILTER_LEN20_137	4.7e-388	   3.2e-391	        -899.16	         0.0	       84	       3982	        2810	      53710	  0.02109	1.6e-394	      1990
   1	FILTER_LEN20_138 FILTER_LEN20_138	5.5e-207	   3.7e-210	        -482.24	         0.0	      172	       3982	        3905	      53310	  0.04319	1.9e-213	      1990
   1	FILTER_LEN20_139 FILTER_LEN20_139	8.0e-036	   5.3e-039	         -88.12	         0.0	      360	       3982	        5792	      53800	  0.09041	2.7e-042	      1990
   1	FILTER_LEN20_141 FILTER_LEN20_141	1.2e-312	   7.9e-316	        -725.54	         0.0	       72	       3982	        2344	      53006	  0.01808	4.0e-319	      1990
   1	FILTER_LEN20_142 FILTER_LEN20_142	7.9e-126	   5.3e-129	        -295.37	         0.0	       56	       3982	        1513	      53669	  0.01406	2.6e-132	      1990
   1	FILTER_LEN20_143 FILTER_LEN20_143	6.3e-032	   4.2e-035	         -79.15	         0.0	      638	       3982	        9749	      53872	  0.16022	2.1e-038	      1990
   1	FILTER_LEN20_145 FILTER_LEN20_145	2.6e-110	   1.7e-113	        -259.66	         0.0	       72	       3982	        1757	      53581	  0.01808	8.6e-117	      1990
   1	FILTER_LEN20_147 FILTER_LEN20_147	3.1e-118	   2.0e-121	        -277.90	         0.0	       56	       3982	        1491	      53837	  0.01406	1.0e-124	      1990
   1	FILTER_LEN20_150 FILTER_LEN20_150	2.2e-016	   1.5e-019	         -43.35	         0.0	       18	       3982	         411	      53868	  0.00452	7.5e-023	      1990
   1	FILTER_LEN20_151 FILTER_LEN20_151	8.3e-482	   5.5e-485	       -1115.04	         0.0	       74	       3982	        2745	      52007	  0.01858	2.8e-488	      1990
   1	FILTER_LEN20_156 FILTER_LEN20_156	6.5e-166	   4.3e-169	        -387.67	         0.0	      190	       3982	        4061	      53780	  0.04771	2.2e-172	      1990
   1	FILTER_LEN20_159 FILTER_LEN20_159	2.7e-143	   1.8e-146	        -335.60	         0.0	       92	       3982	        2241	      53439	  0.02310	9.0e-150	      1990
   1	FILTER_LEN20_160 FILTER_LEN20_160	2.2e-450	   1.4e-453	       -1042.71	         0.0	      102	       3982	        3338	      53386	  0.02562	7.2e-457	      1990
   1	FILTER_LEN20_163 FILTER_LEN20_163	1.8e-072	   1.2e-075	        -172.51	         0.0	      500	       3982	        8174	      53316	  0.12557	6.1e-079	      1990
   1	FILTER_LEN20_164 FILTER_LEN20_164	3.4e-087	   2.3e-090	        -206.41	         0.0	       88	       3982	        1952	      53794	  0.02210	1.1e-093	      1990
   1	FILTER_LEN20_166 FILTER_LEN20_166	2.8e-685	   1.9e-688	       -1583.55	         0.0	       76	       3982	        3203	      52088	  0.01909	9.5e-692	      1990
   1	FILTER_LEN20_168 FILTER_LEN20_168	1.4e-511	   9.4e-515	       -1183.60	         0.0	      118	       3982	        3815	      53092	  0.02963	4.7e-518	      1990
   1	FILTER_LEN20_170 FILTER_LEN20_170	4.1e-938	   2.7e-941	       -2165.73	         0.0	      110	       3982	        4490	      51822	  0.02762	1.4e-944	      1990
   1	FILTER_LEN20_173 FILTER_LEN20_173	3.0e-231	   2.0e-234	        -538.12	         0.0	       54	       3982	        1774	      53829	  0.01356	1.0e-237	      1990
   1	FILTER_LEN20_174 FILTER_LEN20_174	4.7e-097	   3.1e-100	        -229.12	         0.0	      202	       3982	        3894	      53782	  0.05073	1.6e-103	      1990
   1	FILTER_LEN20_178 FILTER_LEN20_178	9.8e-294	   6.5e-297	        -681.99	         0.0	       92	       3982	        2700	      52839	  0.02310	3.3e-300	      1990
   1	FILTER_LEN20_179 FILTER_LEN20_179	5.3e-040	   3.5e-043	         -97.75	         0.0	       32	       3982	         761	      53866	  0.00804	1.8e-046	      1990
   1	FILTER_LEN20_180 FILTER_LEN20_180	2.6e-148	   1.7e-151	        -347.14	         0.0	      136	       3982	        3058	      53836	  0.03415	8.7e-155	      1990
   1	FILTER_LEN20_182 FILTER_LEN20_182	6.2e-375	   4.1e-378	        -868.96	         0.0	      106	       3982	        3189	      52469	  0.02662	2.1e-381	      1990
   1	FILTER_LEN20_183 FILTER_LEN20_183	4.2e-928	   2.8e-931	       -2142.68	         0.0	       88	       3982	        3913	      51311	  0.02210	1.4e-934	      1990
   1	FILTER_LEN20_185 FILTER_LEN20_185	2.5e-022	   1.7e-025	         -57.06	         0.0	       42	       3982	         850	      53840	  0.01055	8.3e-029	      1990
   1	FILTER_LEN20_188 FILTER_LEN20_188	9.7e-073	   6.5e-076	        -173.13	         0.0	      162	       3982	        3106	      53864	  0.04068	3.3e-079	      1990
   1	FILTER_LEN20_189 FILTER_LEN20_189	7.5e-012	   5.0e-015	         -32.93	         0.0	      510	       3982	        7580	      53867	  0.12808	2.5e-018	      1990
   1	FILTER_LEN20_190 FILTER_LEN20_190	4.3e-011	   2.9e-014	         -31.18	         0.0	       96	       3982	        1565	      52155	  0.02411	1.4e-017	      1990
   1	FILTER_LEN20_191 FILTER_LEN20_191	1.2e-039	   8.1e-043	         -96.92	         0.0	      184	       3982	        3208	      53802	  0.04621	4.1e-046	      1990
   1	FILTER_LEN20_193 FILTER_LEN20_193	9.1e-007	   6.1e-010	         -21.22	         0.0	      634	       3982	        9191	      53846	  0.15922	3.0e-013	      1990
   1	FILTER_LEN20_195 FILTER_LEN20_195	2.7e-073	   1.8e-076	        -174.43	         0.0	      126	       3982	        2521	      53769	  0.03164	8.9e-080	      1990
   1	FILTER_LEN20_197 FILTER_LEN20_197	1.2e-134	   8.1e-138	        -315.67	         0.0	       48	       3982	        1386	      53840	  0.01205	4.0e-141	      1990
   1	FILTER_LEN20_198 FILTER_LEN20_198	8.7e-021	   5.8e-024	         -53.50	         0.0	      584	       3982	        8796	      53865	  0.14666	2.9e-027	      1990
   1	FILTER_LEN20_199 FILTER_LEN20_199	1.5e-064	   9.9e-068	        -154.29	         0.0	      562	       3982	        8896	      52698	  0.14114	5.0e-071	      1990
   1	FILTER_LEN20_200 FILTER_LEN20_200	6.3e-139	   4.2e-142	        -325.54	         0.0	      116	       3982	        2656	      53552	  0.02913	2.1e-145	      1990
   1	FILTER_LEN20_201 FILTER_LEN20_201	3.4e-226	   2.3e-229	        -526.48	         0.0	       72	       3982	        2135	      53736	  0.01808	1.1e-232	      1990
   1	FILTER_LEN20_202 FILTER_LEN20_202	4.4e-423	   2.9e-426	        -979.83	         0.0	       52	       3982	        2151	      53647	  0.01306	1.5e-429	      1990
   1	FILTER_LEN20_205 FILTER_LEN20_205	3.9e-210	   2.6e-213	        -489.51	         0.0	      148	       3982	        3475	      52892	  0.03717	1.3e-216	      1990
   1	FILTER_LEN20_206 FILTER_LEN20_206	3.6e-289	   2.4e-292	        -671.48	         0.0	       78	       3982	        2433	      53778	  0.01959	1.2e-295	      1990
   1	FILTER_LEN20_207 FILTER_LEN20_207	3.2e-022	   2.2e-025	         -56.80	         0.0	      204	       3982	        3344	      53870	  0.05123	1.1e-028	      1990
   1	FILTER_LEN20_211 FILTER_LEN20_211	4.1e-077	   2.7e-080	        -183.20	         0.0	      132	       3982	        2635	      53608	  0.03315	1.4e-083	      1990
   1	FILTER_LEN20_212 FILTER_LEN20_212	1.8e-072	   1.2e-075	        -172.52	         0.0	      272	       3982	        4827	      53851	  0.06831	6.0e-079	      1990
   1	FILTER_LEN20_213 FILTER_LEN20_213	9.7e-113	   6.5e-116	        -265.23	         0.0	       90	       3982	        2076	      53113	  0.02260	3.3e-119	      1990
   1	FILTER_LEN20_214 FILTER_LEN20_214	6.2e-741	   4.2e-744	       -1711.70	         0.0	       80	       3982	        3404	      52037	  0.02009	2.1e-747	      1990
   1	FILTER_LEN20_218 FILTER_LEN20_218	9.0e-126	   6.0e-129	        -295.25	         0.0	       92	       3982	        2061	      49834	  0.02310	3.0e-132	      1990
   1	FILTER_LEN20_219 FILTER_LEN20_219	1.2e-057	   7.7e-061	        -138.42	         0.0	      134	       3982	        2561	      53837	  0.03365	3.9e-064	      1990
   1	FILTER_LEN20_220 FILTER_LEN20_220	3.0e-200	   2.0e-203	        -466.72	         0.0	       48	       3982	        1563	      53691	  0.01205	1.0e-206	      1990
   1	FILTER_LEN20_223 FILTER_LEN20_223	3.4e-018	   2.3e-021	         -47.54	         0.0	        8	       3982	         231	      53872	  0.00201	1.1e-024	      1990
   1	FILTER_LEN20_225 FILTER_LEN20_225	5.0e-854	   3.4e-857	       -1972.10	         0.0	       98	       3982	        4047	      51888	  0.02461	1.7e-860	      1990
   1	FILTER_LEN20_227 FILTER_LEN20_227	2.9e-149	   1.9e-152	        -349.33	         0.0	       52	       3982	        1510	      53847	  0.01306	9.8e-156	      1990
   1	FILTER_LEN20_228 FILTER_LEN20_228	9.6e-067	   6.4e-070	        -159.32	         0.0	       60	       3982	        1342	      52292	  0.01507	3.2e-073	      1990
   1	FILTER_LEN20_230 FILTER_LEN20_230	4.1e-031	   2.7e-034	         -77.29	         0.0	       46	       3982	         964	      53831	  0.01155	1.4e-037	      1990
   1	FILTER_LEN20_231 FILTER_LEN20_231	4.9e-061	   3.3e-064	        -146.17	         0.0	      200	       3982	        3624	      53812	  0.05023	1.7e-067	      1990
   1	FILTER_LEN20_232 FILTER_LEN20_232	2.1e-242	   1.4e-245	        -563.78	         0.0	      106	       3982	        2814	      52703	  0.02662	7.2e-249	      1990
   1	FILTER_LEN20_233 FILTER_LEN20_233	6.4e-389	   4.3e-392	        -901.16	         0.0	       90	       3982	        2939	      53633	  0.02260	2.2e-395	      1990
   1	FILTER_LEN20_234 FILTER_LEN20_234	2.4e-202	   1.6e-205	        -471.54	         0.0	      134	       3982	        3228	      53564	  0.03365	8.2e-209	      1990
   1	FILTER_LEN20_235 FILTER_LEN20_235	5.6e-114	   3.7e-117	        -268.09	         0.0	       82	       3982	        1958	      53800	  0.02059	1.9e-120	      1990
   1	FILTER_LEN20_240 FILTER_LEN20_240	3.4e-202	   2.3e-205	        -471.20	         0.0	      176	       3982	        3976	      53673	  0.04420	1.1e-208	      1990
   1	FILTER_LEN20_241 FILTER_LEN20_241	1.0e-008	   6.8e-012	         -25.72	         0.0	        8	       3982	         199	      53863	  0.00201	3.4e-015	      1990
   1	FILTER_LEN20_242 FILTER_LEN20_242	6.5e-010	   4.3e-013	         -28.47	         0.0	      440	       3982	        6553	      53872	  0.11050	2.2e-016	      1990
   1	FILTER_LEN20_244 FILTER_LEN20_244	4.1e-018	   2.7e-021	         -47.35	         0.0	      190	       3982	        3086	      53808	  0.04771	1.4e-024	      1990
   1	FILTER_LEN20_247 FILTER_LEN20_247	2.0e-109	   1.4e-112	        -257.58	         0.0	       34	       3982	        1028	      53868	  0.00854	6.8e-116	      1990
   1	FILTER_LEN20_248 FILTER_LEN20_248	4.3e-007	   2.9e-010	         -21.97	         0.0	      420	       3982	        6208	      53857	  0.10547	1.4e-013	      1990
   1	FILTER_LEN20_249 FILTER_LEN20_249	1.2e-023	   7.8e-027	         -60.11	         0.0	       54	       3982	        1055	      53863	  0.01356	3.9e-030	      1990
   1	FILTER_LEN20_251 FILTER_LEN20_251	3.9e-644	   2.6e-647	       -1488.81	         0.0	       84	       3982	        3310	      51997	  0.02109	1.3e-650	      1990
   1	FILTER_LEN20_252 FILTER_LEN20_252	1.3e-389	   8.3e-393	        -902.80	         0.0	       72	       3982	        2524	      52887	  0.01808	4.2e-396	      1990
   1	FILTER_LEN20_253 FILTER_LEN20_253	9.0e-077	   6.0e-080	        -182.41	         0.0	       68	       3982	        1555	      53742	  0.01708	3.0e-083	      1990
   1	FILTER_LEN20_255 FILTER_LEN20_255	8.3e-157	   5.5e-160	        -366.71	         0.0	      198	       3982	        3286	      40138	  0.04972	2.8e-163	      1990
   1	FILTER_LEN20_256 FILTER_LEN20_256	1.6e-348	   1.1e-351	        -808.12	         0.0	       52	       3982	        1956	      51881	  0.01306	5.5e-355	      1990
